Wavelength_nm	Dilution Corrected Absorbance
230	0.3200502
233	0.2984999
236	0.2833618
239	0.2701899
242	0.2601933
245	0.2513453
248	0.2438005
251	0.2372155
254	0.2313961
257	0.2255267
260	0.219597
263	0.213547
266	0.2072506
269	0.2008097
272	0.1943326
275	0.1877218
278	0.1809564
281	0.1743359
284	0.1676815
287	0.1610469
290	0.1552354
293	0.1503678
296	0.1447846
299	0.139204
302	0.1335521
305	0.1283438
308	0.123375
311	0.1185596
314	0.1139073
317	0.1095941
320	0.1051873
323	0.1009869
326	0.09696523
329	0.09319873
332	0.08955885
335	0.08610197
338	0.08271766
341	0.07930954
344	0.07609562
347	0.07295602
350	0.06995648
353	0.06683925
356	0.06391489
359	0.0610461
362	0.05822263
365	0.05536427
368	0.05268079
371	0.04989789
374	0.04721741
377	0.04475429
380	0.04242759
383	0.04026862
386	0.0381068
389	0.03597857
392	0.03403368
395	0.03224241
398	0.03067025
401	0.02916449
404	0.02773059
407	0.02632005
410	0.02500566
413	0.02374616
416	0.02257316
419	0.02151162
422	0.02046192
425	0.01955917
428	0.01866819
431	0.01777711
434	0.01692852
437	0.0161566
440	0.01540174
443	0.01470608
446	0.01405806
449	0.01343811
452	0.0129575
455	0.01246975
458	0.0120799
461	0.01168286
464	0.01133323
467	0.01097725
470	0.01066573
473	0.01033892
476	0.01002281
479	0.009656892
482	0.009311443
485	0.009010981
488	0.008708868
491	0.008398195
494	0.008125967
497	0.007832452
500	0.007538651
503	0.007262844
506	0.007026121
509	0.006785637
512	0.0065483
515	0.006316096
518	0.006073861
521	0.005866291
524	0.005691102
527	0.005485001
530	0.005298917
533	0.00511924
536	0.004956364
539	0.004804453
542	0.004659377
545	0.004513937
548	0.004361011
551	0.004253795
554	0.00413707
557	0.003988971
560	0.003887775
563	0.00379659
566	0.003700734
569	0.003594369
572	0.003509647
575	0.003404923
578	0.003342662
581	0.003278947
584	0.003200488
587	0.003111476
590	0.003031154
593	0.002984748
596	0.00291034
599	0.002843423
602	0.002782773
605	0.002711799
608	0.002683327
611	0.002624723
614	0.002565351
617	0.002500871
620	0.002476594
623	0.002434
626	0.002382118
629	0.002312481
632	0.002283007
635	0.00225614
638	0.002213877
641	0.002148981
644	0.002093094
647	0.002091009
650	0.002068844
653	0.002017552
656	0.00196633
659	0.001933994
662	0.001932221
665	0.001908122
668	0.001864806
671	0.001806783
674	0.00181887
677	0.001817204
680	0.001781244
683	0.001724901
686	0.001685721
689	0.001702682
692	0.001671278
695	0.001575208
698	0.001503163
701	0.001522173
704	0.001568146
707	0.001592129
710	0.001551847
713	0.001477384
716	0.001407908
719	0.001320306
722	0.00125966
725	0.001284086
728	0.001401207
731	0.001529556
734	0.001625111
737	0.0016355
740	0.001594314
743	0.001561129
746	0.001569359
749	0.001517444
752	0.001454857
755	0.001453164
758	0.001457424
761	0.001446122
764	0.00139519
767	0.001421909
770	0.001356674
773	0.001440724
776	0.001406668
779	0.001316391
782	0.001300144
785	0.001377245
788	0.001395258
791	0.001292865
794	0.001302685
797	0.001306213
800	0.001300185
