Wavelength_nm	Dilution Corrected Absorbance
230	0.3821474
233	0.3600542
236	0.342449
239	0.325905
242	0.3133098
245	0.3019109
248	0.2922554
251	0.2835752
254	0.2763873
257	0.2691557
260	0.261913
263	0.254406
266	0.2465097
269	0.238503
272	0.2301458
275	0.2215888
278	0.2128412
281	0.2040858
284	0.1950683
287	0.1864115
290	0.1785206
293	0.1709361
296	0.1642807
299	0.1569167
302	0.1497689
305	0.1431869
308	0.1371028
311	0.1311998
314	0.125519
317	0.1202372
320	0.1148461
323	0.1096728
326	0.1046894
329	0.1000826
332	0.09562617
335	0.09141425
338	0.08737669
341	0.08337785
344	0.07967302
347	0.07609177
350	0.07277288
353	0.06937243
356	0.06620619
359	0.06319134
362	0.06022745
365	0.05731079
368	0.05464432
371	0.05194808
374	0.04936253
377	0.04701687
380	0.04477373
383	0.04268664
386	0.04057192
389	0.0385328
392	0.03665072
395	0.03494372
398	0.03340118
401	0.03187203
404	0.03038764
407	0.02891428
410	0.02753491
413	0.02626234
416	0.02501486
419	0.02391932
422	0.02287762
425	0.02203112
428	0.02115131
431	0.02027929
434	0.01944879
437	0.01868355
440	0.01791864
443	0.01718924
446	0.01647717
449	0.01581819
452	0.01529842
455	0.01479008
458	0.01439017
461	0.013998
464	0.01364239
467	0.01327533
470	0.01296754
473	0.01261126
476	0.01224199
479	0.01183032
482	0.0114685
485	0.01116246
488	0.01085123
491	0.01053757
494	0.01025442
497	0.009956524
500	0.009677693
503	0.0094286
506	0.009186983
509	0.008947865
512	0.00869667
515	0.008493767
518	0.008277719
521	0.00814074
524	0.008005586
527	0.007863571
530	0.00770648
533	0.007564215
536	0.007367665
539	0.007210367
542	0.007036362
545	0.006873547
548	0.006734103
551	0.006615372
554	0.006511975
557	0.006410265
560	0.006325215
563	0.00623284
566	0.006142478
569	0.006053715
572	0.005967907
575	0.005886073
578	0.005841736
581	0.005785062
584	0.005699539
587	0.005612719
590	0.005552959
593	0.005503379
596	0.005455606
599	0.005374172
602	0.005325745
605	0.005258521
608	0.005200174
611	0.005190842
614	0.005141192
617	0.005074513
620	0.004998382
623	0.004946999
626	0.004893515
629	0.004837538
632	0.004813788
635	0.004752322
638	0.004637986
641	0.004552696
644	0.004515466
647	0.004486025
650	0.004387862
653	0.004380803
656	0.004366179
659	0.004282717
662	0.004199138
665	0.004166525
668	0.004125303
671	0.004048385
674	0.004049668
677	0.004027978
680	0.003954081
683	0.003905802
686	0.003922393
689	0.003901673
692	0.003797682
695	0.003751056
698	0.003734148
701	0.003760796
704	0.003707333
707	0.003723617
710	0.003666507
713	0.003512102
716	0.00337689
719	0.003245323
722	0.003190081
725	0.003258777
728	0.003435664
731	0.003637629
734	0.003793914
737	0.003778508
740	0.003724145
743	0.00370533
746	0.003667831
749	0.00361108
752	0.003575659
755	0.003577921
758	0.003578884
761	0.003516804
764	0.00352091
767	0.003562059
770	0.003468482
773	0.003479622
776	0.00348705
779	0.003420271
782	0.003437714
785	0.003520927
788	0.003395653
791	0.00330654
794	0.003355237
797	0.003271461
800	0.003242634
