Wavelength_nm	Dilution Corrected Absorbance
230	1.389323
233	1.32542
236	1.272354
239	1.218841
242	1.175934
245	1.13489
248	1.100942
251	1.069997
254	1.044407
257	1.019435
260	0.9956232
263	0.971817
266	0.947037
269	0.9214578
272	0.8939664
275	0.8659176
278	0.8359782
281	0.8056296
284	0.774903
287	0.7432176
290	0.7163316
293	0.6948084
296	0.6696222
299	0.644718
302	0.6200364
305	0.5972075
308	0.5755901
311	0.5544277
314	0.5338086
317	0.5143021
320	0.494088
323	0.4745526
326	0.4555057
329	0.4377467
332	0.4204223
335	0.4039711
338	0.3878764
341	0.3717173
344	0.3566649
347	0.3420393
350	0.3283163
353	0.3141645
356	0.3010035
359	0.2882762
362	0.2757293
365	0.2631173
368	0.2513015
371	0.2391605
374	0.2275989
377	0.2169897
380	0.2069606
383	0.1977064
386	0.1884419
389	0.1793423
392	0.1709757
395	0.1633063
398	0.1565296
401	0.1499623
404	0.1437188
407	0.1374259
410	0.1315822
413	0.1259612
416	0.1205962
419	0.115838
422	0.1111943
425	0.1073446
428	0.1033951
431	0.09952932
434	0.09585276
437	0.09246594
440	0.0890898
443	0.0859077
446	0.0827742
449	0.0798276
452	0.07749966
455	0.07542288
458	0.0738441
461	0.07218234
464	0.0707385
467	0.06915048
470	0.06774108
473	0.06631974
476	0.06485232
479	0.06307158
482	0.06141798
485	0.06001578
488	0.05863874
491	0.05713057
494	0.05579044
497	0.05434562
500	0.05291
503	0.05165575
506	0.05051213
509	0.049292
512	0.04815976
515	0.04708306
518	0.04595058
521	0.04495668
524	0.04417848
527	0.04322818
530	0.04233988
533	0.04138286
536	0.04052376
539	0.03975358
542	0.03900197
545	0.03824203
548	0.03751325
551	0.03694651
554	0.0364441
557	0.03575193
560	0.03529882
563	0.03478341
566	0.03412653
569	0.03345476
572	0.03291332
575	0.03223039
578	0.0316973
581	0.03124233
584	0.0307651
587	0.03026258
590	0.02977382
593	0.02942119
596	0.0288539
599	0.0283784
602	0.02792875
605	0.02742285
608	0.0269983
611	0.02659798
614	0.02626943
617	0.0257984
620	0.02552645
623	0.02513931
626	0.0246299
629	0.02416322
632	0.02389745
635	0.02346102
638	0.02298706
641	0.02261993
644	0.02221256
647	0.02204691
650	0.02161865
653	0.02115394
656	0.02070345
659	0.02050275
662	0.02038196
665	0.01986907
668	0.01958608
671	0.0191587
674	0.01913936
677	0.01886492
680	0.01838977
683	0.01797595
686	0.01771352
689	0.01764003
692	0.01727993
695	0.0165929
698	0.01595551
701	0.01582411
704	0.01602496
707	0.01612223
710	0.01581967
713	0.01515043
716	0.01448129
719	0.01362955
722	0.01325441
725	0.01360373
728	0.01459606
731	0.01569134
734	0.01652764
737	0.01662881
740	0.01628719
743	0.01610989
746	0.01587203
749	0.01536798
752	0.01488893
755	0.01470389
758	0.01455005
761	0.01413533
764	0.01383076
767	0.01418773
770	0.013553
773	0.01382072
776	0.01339991
779	0.01299098
782	0.01267348
785	0.01321878
788	0.01322254
791	0.01248863
794	0.01259143
797	0.01234728
800	0.01259177
