Wavelength_nm	Dilution Corrected Absorbance
230	0.2579504
233	0.2450771
236	0.2345084
239	0.2241648
242	0.2161622
245	0.2085349
248	0.2023313
251	0.1964524
254	0.1915775
257	0.1863859
260	0.1810546
263	0.1754667
266	0.1695061
269	0.163272
272	0.1567477
275	0.1500416
278	0.1431072
281	0.1361659
284	0.1290666
287	0.1221267
290	0.1160123
293	0.1108322
296	0.1051152
299	0.09950986
302	0.09402748
305	0.08902206
308	0.08442724
311	0.08005051
314	0.07590082
317	0.07212459
320	0.06830786
323	0.06470392
326	0.06129979
329	0.05820413
332	0.05525951
335	0.05250934
338	0.04988651
341	0.04732023
344	0.04496602
347	0.04270795
350	0.0406288
353	0.03849326
356	0.03652796
359	0.03467312
362	0.03288585
365	0.03110035
368	0.02946715
371	0.02781069
374	0.02622328
377	0.02478269
380	0.0234333
383	0.02220384
386	0.02095465
389	0.01974525
392	0.01860961
395	0.0175688
398	0.0166621
401	0.0157776
404	0.01493292
407	0.01408383
410	0.01328313
413	0.01255887
416	0.01183728
419	0.0112331
422	0.01062989
425	0.01016302
428	0.009668114
431	0.009187288
434	0.008722633
437	0.008305544
440	0.007880519
443	0.007476525
446	0.007076937
449	0.00670186
452	0.006393593
455	0.006095815
458	0.005872699
461	0.005651591
464	0.005439754
467	0.005230926
470	0.00504325
473	0.004852192
476	0.004663943
479	0.004417972
482	0.004222757
485	0.004065644
488	0.003875811
491	0.003714997
494	0.003572938
497	0.003419146
500	0.003279139
503	0.00314401
506	0.003011946
509	0.002898226
512	0.00278536
515	0.002686585
518	0.002578296
521	0.002496025
524	0.002412609
527	0.002324287
530	0.00224467
533	0.002167118
536	0.002073656
539	0.002004596
542	0.001941498
545	0.001878424
548	0.001819744
551	0.001772431
554	0.001720434
557	0.001661999
560	0.00162446
563	0.001579565
566	0.001529393
569	0.00149662
572	0.001468711
575	0.00142821
578	0.001399299
581	0.001371451
584	0.001346301
587	0.001308352
590	0.001287541
593	0.001261746
596	0.001239965
599	0.001225608
602	0.00125628
605	0.001223917
608	0.001180956
611	0.001174658
614	0.001144958
617	0.001098423
620	0.001055372
623	0.001034745
626	0.001010455
629	0.0009657261
632	0.0009626193
635	0.0009477709
638	0.0009269534
641	0.0008767781
644	0.0008695594
647	0.0008739668
650	0.0008197037
653	0.0008150024
656	0.0008053315
659	0.000785806
662	0.0007426304
665	0.0007427047
668	0.0007276896
671	0.0007268558
674	0.0007316384
677	0.0007071092
680	0.0006923721
683	0.0006747223
686	0.0006542383
689	0.00062598
692	0.0005894069
695	0.0005554557
698	0.0005006279
701	0.0005190073
704	0.0005706024
707	0.0005787439
710	0.0005585202
713	0.0005224031
716	0.0004678393
719	0.0003717377
722	0.0003216644
725	0.0003799894
728	0.0004881794
731	0.0005980959
734	0.0007305477
737	0.0007514138
740	0.0007250086
743	0.0006998849
746	0.0007080902
749	0.0007177871
752	0.0006770425
755	0.0006566822
758	0.0006761163
761	0.0006507182
764	0.0006070322
767	0.0006784607
770	0.0006658809
773	0.0006268856
776	0.0006340968
779	0.0006512337
782	0.0007373209
785	0.0007144037
788	0.0006147944
791	0.0006375914
794	0.0006481362
797	0.0005998927
800	0.0005877323
