Wavelength_nm	Dilution Corrected Absorbance
230	0.4036896
233	0.3943401
236	0.3869499
239	0.3791241
242	0.3727446
245	0.3672702
248	0.362532
251	0.3579492
254	0.3546651
257	0.351027
260	0.34734
263	0.3436989
266	0.3400014
269	0.336048
272	0.3319509
275	0.327786
278	0.3233331
281	0.3188829
284	0.3143769
287	0.3083259
290	0.3067236
293	0.3027339
296	0.2988325
299	0.2948475
302	0.2906282
305	0.2865804
308	0.2826272
311	0.2787051
314	0.2747902
317	0.2710204
320	0.2670195
323	0.2631504
326	0.2593143
329	0.2557322
332	0.2521619
335	0.2486148
338	0.2450442
341	0.2413649
344	0.2377552
347	0.2340568
350	0.2303964
353	0.2263559
356	0.2223265
359	0.2181295
362	0.2136804
365	0.2088252
368	0.2040032
371	0.198647
374	0.1931212
377	0.1877129
380	0.1822773
383	0.177023
386	0.17147
389	0.1658389
392	0.16037
395	0.1551517
398	0.150425
401	0.1456733
404	0.1410838
407	0.1364614
410	0.1318613
413	0.1275237
416	0.1232395
419	0.1193198
422	0.1153705
425	0.1117112
428	0.1080986
431	0.1044183
434	0.1008597
437	0.09754374
440	0.09426606
443	0.09119613
446	0.08824413
449	0.08541036
452	0.08310945
455	0.08084007
458	0.07883181
461	0.07692846
464	0.0751764
467	0.07346685
470	0.0719175
473	0.07022043
476	0.06863424
479	0.06701631
482	0.0654762
485	0.06380316
488	0.06201006
491	0.06036855
494	0.05886387
497	0.05729571
500	0.05572932
503	0.05426073
506	0.05294685
509	0.05020344
512	0.05022729
515	0.04893306
518	0.04757796
521	0.04643967
524	0.0452751
527	0.04408647
530	0.04296831
533	0.04196304
536	0.04086678
539	0.03993693
542	0.03904518
545	0.03816108
548	0.03736281
551	0.03664323
554	0.03585165
557	0.03498366
560	0.03418833
563	0.03340686
566	0.03265542
569	0.03194172
572	0.03131325
575	0.03070563
578	0.03010011
581	0.02956797
584	0.02895733
587	0.02841741
590	0.02784343
593	0.02739466
596	0.02684325
599	0.02627627
602	0.02587319
605	0.0254101
608	0.02494206
611	0.02452481
614	0.02413379
617	0.02375141
620	0.02332624
623	0.02291093
626	0.02259086
629	0.02222002
632	0.02181317
635	0.02146941
638	0.02106912
641	0.02073005
644	0.02039973
647	0.02011142
650	0.01977755
653	0.01952802
656	0.01927058
659	0.01892854
662	0.01862463
665	0.01832857
668	0.01806631
671	0.01787645
674	0.01769898
677	0.01744287
680	0.01732454
683	0.01710713
686	0.01687016
689	0.01659158
692	0.01626291
695	0.01618936
698	0.01596617
701	0.01578352
704	0.01567092
707	0.01556603
710	0.01530221
713	0.01480735
716	0.01430994
719	0.01397234
722	0.01366062
725	0.01355237
728	0.0135919
731	0.01362352
734	0.01375911
737	0.01366418
740	0.01343435
743	0.01323749
746	0.01308863
749	0.0129577
752	0.01270677
755	0.01262426
758	0.01262091
761	0.01237247
764	0.01225474
767	0.01232045
770	0.01227726
773	0.01196786
776	0.01202862
779	0.01180955
782	0.01176351
785	0.01169114
788	0.01153935
791	0.01128792
794	0.01143712
797	0.01130157
800	0.01116514
