Wavelength_nm	Dilution Corrected Absorbance
230	0.1940076
233	0.1697216
236	0.1545197
239	0.1431068
242	0.1357928
245	0.1299573
248	0.1256372
251	0.1219604
254	0.1191186
257	0.1161499
260	0.113188
263	0.110195
266	0.1069818
269	0.1036621
272	0.1001917
275	0.09666226
278	0.09309247
281	0.08942878
284	0.08572122
287	0.08183559
290	0.07925029
293	0.07602085
296	0.07284931
299	0.06963742
302	0.06653582
305	0.06375258
308	0.06116574
311	0.05865958
314	0.05626451
317	0.05409243
320	0.05187914
323	0.04983767
326	0.04785258
329	0.04605567
332	0.04438628
335	0.04291611
338	0.04143453
341	0.0398369
344	0.03823438
347	0.03669122
350	0.03521576
353	0.03372266
356	0.032399
359	0.03110026
362	0.02986683
365	0.02864186
368	0.02756849
371	0.02648464
374	0.02540216
377	0.02436953
380	0.02333846
383	0.02240873
386	0.02148803
389	0.0205865
392	0.01973156
395	0.01898887
398	0.01834176
401	0.01770824
404	0.01704371
407	0.01630307
410	0.01557714
413	0.01490864
416	0.01421014
419	0.01359512
422	0.01306894
425	0.01267657
428	0.01224294
431	0.01183121
434	0.011415
437	0.01105378
440	0.01073659
443	0.01039537
446	0.01000117
449	0.009629363
452	0.009382377
455	0.009084661
458	0.008902214
461	0.008741644
464	0.008604729
467	0.008425315
470	0.008244007
473	0.008060426
476	0.007856297
479	0.007629308
482	0.007453085
485	0.007269698
488	0.007105701
491	0.006983975
494	0.00688027
497	0.00666497
500	0.006452818
503	0.006249705
506	0.006069527
509	0.005901572
512	0.005738254
515	0.005669742
518	0.005602007
521	0.005554535
524	0.005449086
527	0.005332528
530	0.005232048
533	0.005142502
536	0.005014762
539	0.004918298
542	0.004804589
545	0.004686243
548	0.004598142
551	0.004541111
554	0.004479559
557	0.004400432
560	0.004314437
563	0.004213945
566	0.004103131
569	0.004044637
572	0.004036565
575	0.004025568
578	0.003988934
581	0.003908792
584	0.003823643
587	0.003771878
590	0.003762098
593	0.003765532
596	0.003761886
599	0.003751018
602	0.003732473
605	0.00367427
608	0.00360906
611	0.003585878
614	0.003549871
617	0.00348317
620	0.003403524
623	0.003349288
626	0.003323869
629	0.003290855
632	0.003252332
635	0.003193566
638	0.003133674
641	0.003079751
644	0.00302599
647	0.002979404
650	0.002898621
653	0.002871767
656	0.002811013
659	0.002762377
662	0.002738942
665	0.002716845
668	0.002678814
671	0.002648371
674	0.002639733
677	0.002604735
680	0.002579638
683	0.002565809
686	0.002572052
689	0.002543096
692	0.002499626
695	0.002494254
698	0.002428214
701	0.002449846
704	0.002472686
707	0.002494579
710	0.002419107
713	0.002309855
716	0.002209725
719	0.002116503
722	0.002059922
725	0.002121748
728	0.002288724
731	0.002436033
734	0.002572099
737	0.002573796
740	0.002532226
743	0.002495558
746	0.00245751
749	0.00241774
752	0.002387022
755	0.002357199
758	0.00231142
761	0.002249727
764	0.002303861
767	0.002408754
770	0.002311354
773	0.002255684
776	0.002269236
779	0.002195856
782	0.00219523
785	0.002225769
788	0.002210535
791	0.002182145
794	0.002226734
797	0.00215061
800	0.002139455
