Wavelength_nm	Dilution Corrected Absorbance
230	0.1604611
233	0.1498316
236	0.141774
239	0.1343516
242	0.1283899
245	0.1233667
248	0.1192987
251	0.1155629
254	0.112363
257	0.1090721
260	0.1056505
263	0.1021696
266	0.09852431
269	0.09470996
272	0.09085078
275	0.08677629
278	0.0825597
281	0.07830932
284	0.07402761
287	0.06946537
290	0.06645932
293	0.0628287
296	0.05937064
299	0.05607143
302	0.05289838
305	0.05011946
308	0.04759736
311	0.04522006
314	0.04297809
317	0.04093745
320	0.03887041
323	0.03693341
326	0.03511446
329	0.03343998
332	0.03184451
335	0.03035702
338	0.02890731
341	0.02751046
344	0.02624662
347	0.02505406
350	0.02392927
353	0.02282222
356	0.02179812
359	0.0208141
362	0.01987679
365	0.01894321
368	0.01808518
371	0.01723017
374	0.01641604
377	0.01564785
380	0.01491936
383	0.01424069
386	0.01353477
389	0.01280576
392	0.01217953
395	0.01159591
398	0.01107447
401	0.01060641
404	0.01013761
407	0.009666552
410	0.009220986
413	0.008792662
416	0.008341271
419	0.007992215
422	0.007638535
425	0.00732724
428	0.007008685
431	0.006666525
434	0.006358798
437	0.006062987
440	0.005806131
443	0.00556149
446	0.005314176
449	0.00508998
452	0.004887121
455	0.004713899
458	0.004563156
461	0.004417565
464	0.004282053
467	0.004137342
470	0.004009537
473	0.003864654
476	0.003727352
479	0.003551244
482	0.003416739
485	0.003306221
488	0.003193307
491	0.003087489
494	0.002987467
497	0.002901524
500	0.002795533
503	0.002715556
506	0.002644267
509	0.002563725
512	0.00246594
515	0.002418841
518	0.002354953
521	0.002304443
524	0.002265369
527	0.002195619
530	0.002114545
533	0.002037579
536	0.001974114
539	0.001922553
542	0.001884797
545	0.001830343
548	0.001795366
551	0.00175809
554	0.001700999
557	0.001676937
560	0.001649238
563	0.001607364
566	0.001579681
569	0.001572958
572	0.001530861
575	0.001491968
578	0.001471002
581	0.001446856
584	0.001414456
587	0.001381505
590	0.001371262
593	0.001351797
596	0.001332817
599	0.00130731
602	0.001276522
605	0.001237728
608	0.001219942
611	0.001225386
614	0.001184991
617	0.00117806
620	0.001150521
623	0.001129494
626	0.001110618
629	0.00110217
632	0.001118297
635	0.001124061
638	0.001116545
641	0.001144327
644	0.001159918
647	0.001088588
650	0.00105437
653	0.001016102
656	0.001004074
659	0.0009918474
662	0.0009568471
665	0.0009540268
668	0.0009489926
671	0.0009355041
674	0.0008916148
677	0.0008781256
680	0.0008741416
683	0.0008800335
686	0.0008778918
689	0.0008056448
692	0.0007943827
695	0.0008346583
698	0.0007868196
701	0.0007723684
704	0.0007496643
707	0.0007588097
710	0.0008072454
713	0.0007685094
716	0.0007434523
719	0.0006840261
722	0.0006459984
725	0.0006581804
728	0.0006731765
731	0.000676648
734	0.0006732632
737	0.0006646081
740	0.0006388869
743	0.0006635088
746	0.0007057932
749	0.0006814293
752	0.0006486951
755	0.0006745441
758	0.0006620404
761	0.0006261247
764	0.0006560941
767	0.0007220021
770	0.0006467213
773	0.0006508522
776	0.0007225711
779	0.0007629703
782	0.0006593212
785	0.0007619314
788	0.0007233851
791	0.0006940629
794	0.00079088
797	0.0007626961
800	0.0008012819
