Wavelength_nm	Dilution Corrected Absorbance
230	0.5667582
233	0.538414
236	0.5151306
239	0.4924796
242	0.4750406
245	0.4585454
248	0.4452708
251	0.43299
254	0.4229216
257	0.4127928
260	0.4025152
263	0.3917596
266	0.3801628
269	0.368184
272	0.3554828
275	0.3423472
278	0.328844
281	0.3152742
284	0.301389
287	0.2877202
290	0.2756498
293	0.2655364
296	0.2542888
299	0.2431386
302	0.2323008
305	0.2222804
308	0.2130348
311	0.2040538
314	0.1954
317	0.1873664
320	0.1791148
323	0.1712053
326	0.1636034
329	0.1566039
332	0.1497827
335	0.1433931
338	0.137177
341	0.1310001
344	0.1252498
347	0.1196812
350	0.1145142
353	0.1091903
356	0.1042216
359	0.09953686
362	0.09492822
365	0.09033346
368	0.08607162
371	0.08175096
374	0.0776042
377	0.07383102
380	0.07028232
383	0.0670097
386	0.06368898
389	0.06045306
392	0.05740088
395	0.05460722
398	0.05210482
401	0.04966758
404	0.04732242
407	0.04490948
410	0.04263386
413	0.04051152
416	0.03846876
419	0.03669282
422	0.03494762
425	0.0335493
428	0.03208426
431	0.03061996
434	0.02927314
437	0.02805154
440	0.02684602
443	0.02570266
446	0.02455772
449	0.02350548
452	0.02266536
455	0.02180398
458	0.0211566
461	0.0205036
464	0.01984556
467	0.0191912
470	0.01863858
473	0.0180425
476	0.01743863
479	0.0167552
482	0.01618452
485	0.01564716
488	0.01509824
491	0.01458221
494	0.01415669
497	0.01368234
500	0.0132285
503	0.01284194
506	0.01250847
509	0.01221581
512	0.01188531
515	0.01159396
518	0.01124637
521	0.01096208
524	0.01064671
527	0.01035122
530	0.01005187
533	0.009771278
536	0.009457424
539	0.009207054
542	0.008940012
545	0.008690958
548	0.008495034
551	0.008324772
554	0.008157542
557	0.00798092
560	0.007827142
563	0.007644488
566	0.007485122
569	0.007358214
572	0.007218434
575	0.007083612
578	0.006978428
581	0.00688236
584	0.006749632
587	0.00660548
590	0.006505664
593	0.006348466
596	0.006227588
599	0.00610795
602	0.00602128
605	0.005874686
608	0.005773754
611	0.005739438
614	0.005655408
617	0.00554992
620	0.005499584
623	0.005408614
626	0.005295638
629	0.005172564
632	0.005116662
635	0.00499031
638	0.004874026
641	0.004777594
644	0.00469184
647	0.004592942
650	0.004458312
653	0.00445186
656	0.004356096
659	0.004236836
662	0.004200876
665	0.004126726
668	0.00402279
671	0.003938328
674	0.00395456
677	0.003829472
680	0.003729294
683	0.003725492
686	0.003675194
689	0.0035555
692	0.003441338
695	0.003321018
698	0.00317037
701	0.003160884
704	0.003298244
707	0.003278638
710	0.003227974
713	0.003054468
716	0.002806718
719	0.002545308
722	0.002434038
725	0.00259965
728	0.00294743
731	0.003296086
734	0.003618144
737	0.003632328
740	0.003560338
743	0.003494304
746	0.003398122
749	0.003264114
752	0.003146236
755	0.003110612
758	0.003010154
761	0.00287249
764	0.002927246
767	0.003058782
770	0.002855242
773	0.002825232
776	0.002777006
779	0.002632378
782	0.002708714
785	0.002801386
788	0.002499084
791	0.002477166
794	0.002630266
797	0.002465814
800	0.00246676
