Wavelength_nm	Dilution Corrected Absorbance
230	0.2223247
233	0.2101258
236	0.2005737
239	0.1917698
242	0.1848279
245	0.1783743
248	0.1731614
251	0.1683975
254	0.1642632
257	0.1601153
260	0.1559785
263	0.1517799
266	0.1475011
269	0.1430629
272	0.1385503
275	0.133902
278	0.1290201
281	0.1241396
284	0.1192205
287	0.11405
290	0.1104616
293	0.1061543
296	0.1019211
299	0.09776104
302	0.09357691
305	0.08976441
308	0.08617526
311	0.08271907
314	0.07939274
317	0.07632547
320	0.07317879
323	0.07018345
326	0.06730716
329	0.06465135
332	0.06207646
335	0.05965097
338	0.0572625
341	0.05489663
344	0.05268501
347	0.05053529
350	0.04846775
353	0.04636733
356	0.04439243
359	0.04244431
362	0.04056966
365	0.03865742
368	0.03686352
371	0.03504474
374	0.03326529
377	0.03163729
380	0.03010117
383	0.02865879
386	0.02722404
389	0.02582749
392	0.02450386
395	0.0233003
398	0.02222552
401	0.02121457
404	0.02020067
407	0.01923386
410	0.01830286
413	0.01742003
416	0.01658284
419	0.01585565
422	0.01511408
425	0.01445338
428	0.01383052
431	0.01319043
434	0.01258986
437	0.01203886
440	0.01150837
443	0.01102223
446	0.01053603
449	0.01008415
452	0.009728195
455	0.009375729
458	0.009072071
461	0.008767643
464	0.008501743
467	0.008239668
470	0.008002284
473	0.007751144
476	0.00751271
479	0.007211777
482	0.006971252
485	0.006771435
488	0.006550802
491	0.006320795
494	0.006130839
497	0.005946342
500	0.005721645
503	0.00553611
506	0.005368431
509	0.005204882
512	0.005012827
515	0.004861542
518	0.004704836
521	0.004559804
524	0.004423667
527	0.004286782
530	0.004153404
533	0.004028634
536	0.00391575
539	0.003803019
542	0.003700531
545	0.003594499
548	0.003529017
551	0.003434826
554	0.003338703
557	0.003266782
560	0.003196583
563	0.003117815
566	0.003050739
569	0.002991408
572	0.002942075
575	0.002859296
578	0.002802156
581	0.002762339
584	0.002693908
587	0.002638963
590	0.002596689
593	0.00254213
596	0.002502
599	0.002464076
602	0.00244444
605	0.002388348
608	0.002346071
611	0.002342523
614	0.002310979
617	0.002273611
620	0.002270227
623	0.002242898
626	0.002190912
629	0.002177769
632	0.002150288
635	0.002090213
638	0.00205053
641	0.002024014
644	0.001975235
647	0.001928136
650	0.001945611
653	0.00189768
656	0.00182046
659	0.001779005
662	0.001715087
665	0.001654769
668	0.001626805
671	0.001638195
674	0.00156971
677	0.001532351
680	0.001530785
683	0.001543445
686	0.001503153
689	0.001438884
692	0.001447111
695	0.00143687
698	0.001371092
701	0.001376274
704	0.00138696
707	0.001355964
710	0.001346015
713	0.001287045
716	0.001238913
719	0.001198053
722	0.001197035
725	0.001264398
728	0.001308329
731	0.001367405
734	0.001411499
737	0.001402148
740	0.001334018
743	0.001292907
746	0.001286581
749	0.001263392
752	0.001251574
755	0.001262433
758	0.001188751
761	0.001155869
764	0.001200149
767	0.001212381
770	0.001135644
773	0.001151598
776	0.001182717
779	0.001094034
782	0.001016303
785	0.001098059
788	0.0009925146
791	0.0009959417
794	0.001051381
797	0.001035886
800	0.001054041
