Wavelength_nm	Dilution Corrected Absorbance
230	0.6635812
233	0.5993884
236	0.5459836
239	0.4944936
242	0.454792
245	0.4187546
248	0.3906918
251	0.3669862
254	0.3496272
257	0.3345338
260	0.321583
263	0.30999
266	0.2990212
269	0.2887612
272	0.2784378
275	0.2681904
278	0.257871
281	0.2473976
284	0.2365994
287	0.2255782
290	0.2174948
293	0.2081552
296	0.1992459
299	0.1904779
302	0.182067
305	0.1744345
308	0.1674881
311	0.1608219
314	0.1544493
317	0.1485322
320	0.1424778
323	0.1366747
326	0.13107
329	0.1258886
332	0.1209199
335	0.11624
338	0.1116932
341	0.1071664
344	0.1030034
347	0.09898634
350	0.09528486
353	0.0914961
356	0.08799978
359	0.08468842
362	0.08144758
365	0.07823652
368	0.07528242
371	0.07226944
374	0.06935482
377	0.06668684
380	0.0642038
383	0.06189714
386	0.05956516
389	0.05728446
392	0.05514788
395	0.05318926
398	0.0514469
401	0.04972942
404	0.04808204
407	0.04637872
410	0.04479914
413	0.04335772
416	0.04194888
419	0.04073804
422	0.03959526
425	0.03871628
428	0.03775882
431	0.03680788
434	0.03590448
437	0.03507012
440	0.03423234
443	0.03343154
446	0.03267522
449	0.03194984
452	0.03139048
455	0.03082922
458	0.03048314
461	0.03010388
464	0.0297917
467	0.0294263
470	0.02908678
473	0.0286872
476	0.02830202
479	0.02783062
482	0.02751906
485	0.02719682
488	0.02685502
491	0.02654794
494	0.02629328
497	0.02595544
500	0.025632
503	0.02532478
506	0.02507358
509	0.02482414
512	0.0245976
515	0.02443178
518	0.0242192
521	0.0240674
524	0.023879
527	0.02365316
530	0.02344658
533	0.02328562
536	0.02306848
539	0.02292038
542	0.0227564
545	0.02261164
548	0.02249822
551	0.02242886
554	0.02237728
557	0.02229384
560	0.02223096
563	0.02212136
566	0.02201492
569	0.0218862
572	0.02181028
575	0.0217018
578	0.02163808
581	0.02153416
584	0.0214262
587	0.02129708
590	0.02118118
593	0.02106952
596	0.02095962
599	0.02079078
602	0.02070976
605	0.0205966
608	0.02051478
611	0.02045654
614	0.02035352
617	0.02026396
620	0.02019528
623	0.02009592
626	0.02002104
629	0.01994095
632	0.01985471
635	0.01973375
638	0.0196288
641	0.0195102
644	0.01940001
647	0.01930926
650	0.01920007
653	0.01923138
656	0.01917671
659	0.01911852
662	0.01914725
665	0.01907375
668	0.01899392
671	0.0189466
674	0.01893157
677	0.01882241
680	0.01875401
683	0.01877583
686	0.01873998
689	0.01866166
692	0.0186128
695	0.01853807
698	0.0183384
701	0.0183458
704	0.01849786
707	0.01858154
710	0.01853988
713	0.01843213
716	0.01825314
719	0.01802204
722	0.01788128
725	0.01808349
728	0.01843708
731	0.01886345
734	0.01928834
737	0.01937724
740	0.01934702
743	0.01933903
746	0.01932009
749	0.01924572
752	0.01923153
755	0.01928326
758	0.01930296
761	0.01921019
764	0.01928597
767	0.01959847
770	0.01941722
773	0.01937994
776	0.01947509
779	0.01933525
782	0.01938558
785	0.01958064
788	0.01956595
791	0.01952947
794	0.01970187
797	0.01965084
800	0.01972045
