Wavelength_nm	Dilution Corrected Absorbance
230	0.3582733
233	0.3402752
236	0.3256499
239	0.3117713
242	0.3008961
245	0.2910056
248	0.2825355
251	0.2749369
254	0.2683204
257	0.2612799
260	0.2539336
263	0.2461184
266	0.2377232
269	0.2290021
272	0.2200518
275	0.2108639
278	0.2014199
281	0.1920573
284	0.182576
287	0.1734214
290	0.165147
293	0.1575461
296	0.1500819
299	0.1424177
302	0.1349011
305	0.1281044
308	0.1218135
311	0.1158179
314	0.110158
317	0.104974
320	0.09975098
323	0.09484008
326	0.09016324
329	0.08591839
332	0.08184894
335	0.07804815
338	0.0744044
341	0.07078682
344	0.06744662
347	0.06424541
350	0.06124542
353	0.05818731
356	0.05534961
359	0.05264919
362	0.05001887
365	0.0474198
368	0.04503101
371	0.04259269
374	0.04027853
377	0.03816189
380	0.03616643
383	0.03431535
386	0.03245986
389	0.03066416
392	0.02896168
395	0.0273928
398	0.02601246
401	0.02467868
404	0.02340063
407	0.02211723
410	0.02092407
413	0.01982759
416	0.01877035
419	0.01785115
422	0.01695551
425	0.01615997
428	0.01537466
431	0.01459556
434	0.01385818
437	0.01320338
440	0.01257434
443	0.0119464
446	0.01134583
449	0.01079146
452	0.0103338
455	0.009877573
458	0.009498597
461	0.009121391
464	0.008784656
467	0.008447716
470	0.008144077
473	0.007841698
476	0.007552381
479	0.007229842
482	0.006960708
485	0.006717092
488	0.006450247
491	0.00619864
494	0.005974165
497	0.005736519
500	0.005511456
503	0.005319404
506	0.005131194
509	0.004948181
512	0.004753406
515	0.004597852
518	0.004412656
521	0.004282774
524	0.004146712
527	0.004007653
530	0.0038714
533	0.003769937
536	0.003635145
539	0.003523511
542	0.003401149
545	0.003252232
548	0.003145157
551	0.003059421
554	0.002982211
557	0.002875408
560	0.002792499
563	0.002726552
566	0.002645333
569	0.002570506
572	0.002515198
575	0.002449207
578	0.002365667
581	0.002293634
584	0.0022368
587	0.00217325
590	0.002109491
593	0.002072514
596	0.002015055
599	0.001924644
602	0.00189931
605	0.001856909
608	0.001796132
611	0.001762565
614	0.001737877
617	0.001716745
620	0.00168591
623	0.001656558
626	0.001613139
629	0.001536222
632	0.001489451
635	0.00147415
638	0.001428007
641	0.001377943
644	0.001372623
647	0.001356603
650	0.001294326
653	0.001311139
656	0.001298288
659	0.001242993
662	0.001203596
665	0.001211463
668	0.001164695
671	0.001113624
674	0.001128416
677	0.001098273
680	0.001045084
683	0.00103729
686	0.001055206
689	0.00101781
692	0.0009705889
695	0.0009606081
698	0.000884489
701	0.0008862127
704	0.0009096942
707	0.0009036047
710	0.0008712829
713	0.0008482433
716	0.0008059906
719	0.0007167186
722	0.0006686894
725	0.0006829532
728	0.0007358059
731	0.0008031599
734	0.0008957498
737	0.0008981802
740	0.00090607
743	0.000922703
746	0.000914086
749	0.0009002198
752	0.0008977418
755	0.0008601795
758	0.0008371305
761	0.0007979538
764	0.0007919846
767	0.0007815593
770	0.0007634909
773	0.000767937
776	0.0007159493
779	0.0006491962
782	0.0007378924
785	0.0006968057
788	0.0005895994
791	0.0006253061
794	0.0006304332
797	0.0005922308
800	0.000621867
