Wavelength_nm	Dilution Corrected Absorbance
230	0.27085
233	0.2564147
236	0.2446543
239	0.2334527
242	0.2250063
245	0.2170802
248	0.2107082
251	0.2047525
254	0.1997459
257	0.1944069
260	0.1887723
263	0.1826459
266	0.1758617
269	0.1686695
272	0.1609929
275	0.1530548
278	0.1449056
281	0.1368307
284	0.1286338
287	0.1207493
290	0.1138066
293	0.1078881
296	0.1015661
299	0.09545066
302	0.08965102
305	0.08446837
308	0.07981417
311	0.07543001
314	0.07134245
317	0.06766554
320	0.0639748
323	0.06052319
326	0.05729654
329	0.05440391
332	0.05168825
335	0.04916518
338	0.0467753
341	0.04443519
344	0.04229115
347	0.0402288
350	0.03832402
353	0.03636828
356	0.03456722
359	0.03283689
362	0.03113073
365	0.02945151
368	0.02790309
371	0.02630972
374	0.02479021
377	0.02342957
380	0.0221594
383	0.02099009
386	0.01980467
389	0.018677
392	0.01761921
395	0.01664484
398	0.01580387
401	0.01497964
404	0.01419485
407	0.01342126
410	0.01266721
413	0.01198437
416	0.01131472
419	0.01074023
422	0.01020221
425	0.009781709
428	0.009325757
431	0.008874164
434	0.008438527
437	0.008047678
440	0.007672514
443	0.007305601
446	0.006931694
449	0.006601744
452	0.006351898
455	0.006106612
458	0.005931036
461	0.005750732
464	0.005581562
467	0.005402593
470	0.005243653
473	0.005057834
476	0.004879438
479	0.004658126
482	0.004498954
485	0.004355105
488	0.00419573
491	0.004049227
494	0.003915406
497	0.003765576
500	0.003620021
503	0.003502588
506	0.003385862
509	0.003290949
512	0.003165514
515	0.003081376
518	0.00296457
521	0.002894533
524	0.002807836
527	0.002740237
530	0.002659811
533	0.002591532
536	0.002514738
539	0.002472818
542	0.00241962
545	0.00234342
548	0.002299995
551	0.002269007
554	0.002225333
557	0.002165012
560	0.002139753
563	0.002105511
566	0.002052605
569	0.002004455
572	0.001979643
575	0.001943405
578	0.001906628
581	0.001881123
584	0.001851439
587	0.00183497
590	0.001801677
593	0.001770778
596	0.001753431
599	0.001723319
602	0.001712854
605	0.001671413
608	0.00164511
611	0.001644949
614	0.001624525
617	0.001595974
620	0.001579821
623	0.001572143
626	0.001542331
629	0.001520036
632	0.001520724
635	0.001511867
638	0.001469079
641	0.001427156
644	0.001427527
647	0.001432143
650	0.001363927
653	0.001377762
656	0.001375862
659	0.001352487
662	0.001310771
665	0.001306132
668	0.001292819
671	0.001271259
674	0.001267948
677	0.001242907
680	0.001243057
683	0.001237212
686	0.001209839
689	0.001187584
692	0.001153957
695	0.001104513
698	0.001043668
701	0.001055353
704	0.001100275
707	0.001129695
710	0.001106678
713	0.001051748
716	0.0009845175
719	0.000870137
722	0.0007974648
725	0.0008608016
728	0.00102342
731	0.001181607
734	0.001322198
737	0.001336076
740	0.001321194
743	0.00128503
746	0.001245207
749	0.001251319
752	0.001228395
755	0.001192289
758	0.001188068
761	0.001180751
764	0.001169627
767	0.00125591
770	0.001184627
773	0.00119196
776	0.001191171
779	0.001117856
782	0.001172841
785	0.001251664
788	0.001083395
791	0.001058934
794	0.00112503
797	0.001097773
800	0.001091475
