IGSN,Sample Name,Sample Type,Material,Classification,Field Name,Description,Age Min,Age Max,Age Unit,collection Method,Collection Method Descr,Size,Size Unit,Geological Age,Geological Unit,Comment,Purpose,Release Date,Latitude,Latitude End,Longitude,Longitude End,Elevation,Elevation End,Elevation Unit,Depth Min,Depth Max,Depth Scale,Nav Type Name,Physiographic Feature,Name of Physiographic Feature,Biome,Location Description,Locality,Locality Description,Country,State/Province,City,Field Program/Cruise,Platform Type,Platform Name,Platform Description,Launch Type Name,Launch Platform Name,Launch Id,Collector/Chief Scientist,Collector/Chief Scientist Detail,Collection date,collection End Date,collection Start Time,collection End Time,Collection date precision,Current Archive,Current Archive Contact,Original Archive,Original Archive Contact,Cur Registrant Name,Org Registrant Name,classification Comment,Is Archived,URL
IEEXG008N,EC1_K020_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Lake,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008N
IEEXG008O,EC1_K020_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008O
IEEXG008P,EC1_K020_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008P
IEEXG008Q,EC1_K020_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008Q
IEEXG008R,EC1_K020_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,46.8145,NA,-92.0515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008R
IEEXG008S,EC1_K020_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,46.8145,NA,-92.0515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008S
IEEXG008T,EC1_K020_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,46.8145,NA,-92.0515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008T
IEEXG008U,EC1_K020_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008U
IEEXG008V,EC1_K020_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008V
IEEXG008W,EC1_K020_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Tischer Creek, Lake Superior",Great Lakes,United States,MN,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Elizabeth Minor,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008W
IEEXG008X,EC1_K021_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6056,NA,-83.1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008X
IEEXG008Y,EC1_K021_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6056,NA,-83.1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008Y
IEEXG008Z,EC1_K021_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6056,NA,-83.1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG008Z
IEEXG0090,EC1_K021_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6056,NA,-83.1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0090
IEEXG0091,EC1_K021_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6056,NA,-83.1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0091
IEEXG0092,EC1_K021_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6056,NA,-83.1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0092
IEEXG0093,EC1_K021_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6056,NA,-83.1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0093
IEEXG0094,EC1_K021_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6054,NA,-83.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Wetland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0094
IEEXG0095,EC1_K021_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6054,NA,-83.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Wetland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0095
IEEXG0096,EC1_K021_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6054,NA,-83.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Wetland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0096
IEEXG0097,EC1_K021_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6053,NA,-83.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Upland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0097
IEEXG0098,EC1_K021_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6053,NA,-83.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Upland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0098
IEEXG0099,EC1_K021_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6053,NA,-83.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Upland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG0099
IEEXG009A,EC1_K021_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6053,NA,-83.1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Transition zone between wetland and upland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009A
IEEXG009B,EC1_K021_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6053,NA,-83.1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Transition zone between wetland and upland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009B
IEEXG009C,EC1_K021_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.6053,NA,-83.1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Transition zone between wetland and upland,Magee Marsh Turtle Creek Bay,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009C
IEEXG009D,EC1_K022_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4629,NA,-82.9971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009D
IEEXG009E,EC1_K022_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4629,NA,-82.9971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009E
IEEXG009F,EC1_K022_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4629,NA,-82.9971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009F
IEEXG009G,EC1_K022_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4629,NA,-82.9971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009G
IEEXG009H,EC1_K022_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4629,NA,-82.9971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009H
IEEXG009I,EC1_K022_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4629,NA,-82.9971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009I
IEEXG009J,EC1_K022_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4629,NA,-82.9971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Lacestuary,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009J
IEEXG009K,EC1_K022_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4626,NA,-82.9973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Wetland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009K
IEEXG009L,EC1_K022_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4626,NA,-82.9973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Wetland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009L
IEEXG009M,EC1_K022_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4626,NA,-82.9973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Wetland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009M
IEEXG009N,EC1_K022_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4621,NA,-82.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Upland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009N
IEEXG009O,EC1_K022_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4621,NA,-82.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Upland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009O
IEEXG009P,EC1_K022_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4621,NA,-82.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Upland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009P
IEEXG009Q,EC1_K022_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4623,NA,-82.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Transition zone between wetland and upland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009Q
IEEXG009R,EC1_K022_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4623,NA,-82.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Transition zone between wetland and upland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009R
IEEXG009S,EC1_K022_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,41.4623,NA,-82.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Permanent wetlands,Transition zone between wetland and upland,Winous Point,Great Lakes,United States,OH,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Michael Back,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009S
IEEXG009T,EC1_K023_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.8014,NA,-76.7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,Jug Bay- Chris Swarth Boardwalk,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,R. Kyle Derby,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009T
IEEXG009U,EC1_K023_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.8014,NA,-76.7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,Jug Bay- Chris Swarth Boardwalk,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,R. Kyle Derby,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009U
IEEXG009V,EC1_K023_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.8014,NA,-76.7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,Jug Bay- Chris Swarth Boardwalk,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,R. Kyle Derby,NA,10/4/2021,10/4/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG009V
